INFO,Title,Nasopharyngeal Carcinoma (NPC) Data Dictionary,,,,,,,,,
INFO,Name,npc_v1.0,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Consortium Info,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,Nasopharynx,,,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,PROTOCOL_PROCEDURE,Enum,Optional,Was this procedure part of the treatment protocol?,ncit:C175038,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,The affirmative response to a question.,ncit:C49488,,,
PD,,,,,,No,The non-affirmative response to a question.,ncit:C49487,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,CLASSIFICATION,Enum,Optional,The classification of a tumor based primarily on histopathological characteristics.,ncit:C174459,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Primary,A tumor at the original site of origin.,ncit:C8509,,,
PD,,,,,,Regional,,,,,
PD,,,,,,Metastatic,A term referring to the clinical or pathologic observation of a tumor extension from its original site of growth to another anatomic site.,ncit:C14174,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,LATERALITY,Enum,Optional,A qualifier for the side of the body the procedure is performed.,ncit:C117526,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Left,Being or located on or directed toward the side of the body to the west when facing north.,ncit:C25229,,,
PD,,,,,,Right,Being or located on or directed toward the side of the body to the east when facing north.,ncit:C25228,,,
PD,,,,,,Bilateral,Affecting both sides of the body or a matched pair of organs.,ncit:C13332,,,
PD,,,,,,Midline,"A medial line, especially the medial line or medial plane of the body (or some part of the body).",ncit:CC81170,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,PROCEDURE_EXTENT,Enum,Optional,"The degree to which the lesion has been cut out, or resected.",ncit:C157443,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Gross Total,"Surgical removal of an entire visible lesion, with no obvious lesion detected on post-operative evaluation; microscopic residual disease may be present.",ncit:C131672,,,
PD,,,,,,Complete Resection,Complete clearance of the tumor with histologically proved negative margins.,ncit:C175027,,,
PD,,,,,,Partial Resection,Surgical removal of a part of a lesion; some portion of the lesion is detectable on post-operative evaluation.,ncit:C131680,,,
PD,,,,,,Equivocal,"A laboratory test result that indicates that a specific disease, condition, or attribute being assessed is not clearly present or absent.",ncit:C178921,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,MARGINS,Enum,Optional,"The edge or border of the tissue removed in cancer surgery. The margin is described as negative or clean when the pathologist finds no cancer cells at the edge of the tissue, suggesting that all of the cancer has been removed. The margin is described as positive or involved when the pathologist finds cancer cells at the edge of the tissue, suggesting that all of the cancer has not been removed. (Source: NCI Dictionary of Cancer Terms)",ncit:C41227,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"R0 - Complete Resection, Negative Margins",No detectable presence of residual tumor after treatment,ncit:C139578,,,
PD,,,,,,"R1 - Complete Resection, Positive Margins",Presence of microscopic residual tumor after treatment.,ncit:C139579,,,
PD,,,,,,R2 - Gross Residual Disease,Presence of macroscopic residual tumor after treatment.,ncit:C139580,,,
PD,,,,,,Incomplete Resection,"A response that the resection was incomplete, between 10-90 percent.",ncit:C182305,,,
PD,,,,,,Biopsy Only,"The removal of tissue specimens or fluid from the living body for microscopic examination, performed to establish a diagnosis.",ncit:C15189,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,PROCEDURE_PURPOSE,Enum,Optional,The reason a procedure is performed.,ncit:C185526,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Surgical Resection of Distant Site,,,,,
PD,,,,,,Initial Diagnostic Procedure,,,,,
PD,,,,,,Second Look Surgery to Attempt Total Resection,,,,,
PD,,,,,,Biopsy of Distant Site for Staging,,,,,
PD,,,,,,Diagnostic Biopsy for Possible Recurrence,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Treatment,,,,,,,,,,
TD,Protocol Treatment Modifications,,Optional,,,,,,,,
TG,One row per subject per modification per modification reason per toxicity detail,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_MODIFICATION,Integer,Mandatory,The age (in days) of subject since the protocol treatment modification.,,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,MODIFICATION,Enum,Mandatory,The type of modification used.,ncit:C185632,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Dose Reduction,"An indication that a medication schedule was modified by subtraction, either by changing the frequency, strength or amount.",ncit:C49505,,,
PD,,,,,,New Agent Addition,The addition of a new drug to a treatment.,ncit:C185633,,,
PD,,,,,,Substitution,The act of putting one thing or person in the place of another.,ncit:C54071,,,
PD,,,,,,Discontinued,"To stop or end, permanently or temporarily.",ncit:C25484,,,
PD,,,,,,Delayed,Time during which some action is awaited; inactivity resulting in something being put off until a later time; the state of being slower or later.,ncit:C25476,,,
PD,,,,,,Not Given,There was no excuse provided.,ncit:C106487,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,REASON,Enum,Priority,The reasoning behind a treatment modification.,ncit:C185636,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"Toxicity, NOS",,,,,
PD,,,,,,Hematologic Toxicity,A treatment designed to reduce or prevent damage to the hematologic system due to adverse events from other drug therapies.,ncit:C15474,,,
PD,,,,,,Non-Hematologic Toxicity,A toxicity that impairs or damages other than the hematologic system.,ncit:C185641,,,
PD,,,,,,Surgical Complications,"A disease or disorder that occurs during, soon after or as a result of a surgical procedure.",ncit:C164157,,,
PD,,,,,,Scheduling Issues,A problem scheduling an event.,ncit:C1685642|ncit:C185642,,,
PD,,,,,,Drug Not Available,A particular drug is unavailable.,ncit:C185643,,,
PD,,,,,,Subject Non-Compliance,"Failure of a patient to follow medical advice, take medication as directed, or adhere to a prescribed course of treatment.",ncit:C91752,,,
PD,,,,,,Pre-Existing Organ Dysfunction,Organ dysfunction that was present prior to evaluation.,ncit:C185644,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,MODIFICATION_BASIS,Enum,Optional,The rationale for why an entity or event is changed.,ncit:C93529,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Per Protocol,Subject is receiving treatment based on protocol.,ncit:C181023,,,
PD,,,,,,Clinical Indication,Signs and/or symptoms leading a practitioner to recommend a particular clinical intervention.,ncit:C185637,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,ORIGINAL_AGENT,Enum,Optional,The first agent planned for a therapy.,ncit:C185650,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Amifostine,"The trihydrate form of a phosphorylated aminosulfhydryl compound. After dephosphorylation of amifostine by alkaline phosphatase to an active free sulfhydryl (thiol) metabolite, the thiol metabolite binds to and detoxifies cytotoxic platinum-containing metabolites of cisplatin and scavenges free radicals induced by cisplatin and ionizing radiation. The elevated activity of this agent in normal tissues results from both the relative abundance of alkaline phosphatase in normal tissues and the greater vascularity of normal tissues compared to tumor tissues.",ncit:C488,,,
PD,,,,,,Bleomycin,"A mixture of glycopeptide antineoplastic antibiotics isolated from the bacterium Streptomyces verticillus. Bleomycin forms complexes with iron that reduce molecular oxygen to superoxide and hydroxyl radicals which cause single- and double-stranded breaks in DNA; these reactive oxygen species also induce lipid peroxidation, carbohydrate oxidation, and alterations in prostaglandin synthesis and degradation.",ncit:C313,,,
PD,,,,,,Carboplatin,"A second-generation platinum compound with a broad spectrum of antineoplastic properties. Carboplatin contains a platinum atom complexed with two ammonia groups and a cyclobutane-dicarboxyl residue. This agent is activated intracellularly to form reactive platinum complexes that bind to nucleophilic groups such as GC-rich sites in DNA, thereby inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These carboplatin-induced DNA and protein effects result in apoptosis and cell growth inhibition. This agent possesses tumoricidal activity similar to that of its parent compound, cisplatin, but is more stable and less toxic. (NCI04)",ncit:C1282,,,
PD,,,,,,Cisplatin,"An alkylating-like inorganic platinum agent (cis-diamminedichloroplatinum) with antineoplastic activity. Cisplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups such as GC-rich sites in DNA inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in apoptosis and cell growth inhibition.",ncit:C376,,,
PD,,,,,,Docetaxel,"A semi-synthetic, second-generation taxane derived from a compound found in the European yew tree, Taxus baccata. Docetaxel displays potent and broad antineoplastic properties; it binds to and stabilizes tubulin, thereby inhibiting microtubule disassembly which results in cell- cycle arrest at the G2/M phase and cell death. This agent also inhibits pro-angiogenic factors such as vascular endothelial growth factor (VEGF) and displays immunomodulatory and pro-inflammatory properties by inducing various mediators of the inflammatory response. Docetaxel has been studied for use as a radiation-sensitizing agent. (NCI04)",ncit:C1526,,,
PD,,,,,,Doxorubicin,"An anthracycline antibiotic with antineoplastic activity. Doxorubicin, isolated from the bacterium Streptomyces peucetius var. caesius, is the hydroxylated congener of daunorubicin. Doxorubicin intercalates between base pairs in the DNA helix, thereby preventing DNA replication and ultimately inhibiting protein synthesis. Additionally, doxorubicin inhibits topoisomerase II which results in an increased and stabilized cleavable enzyme-DNA linked complex during DNA replication and subsequently prevents the ligation of the nucleotide strand after double-strand breakage. Doxorubicin also forms oxygen free radicals resulting in cytotoxicity secondary to lipid peroxidation of cell membrane lipids; the formation of oxygen free radicals also contributes to the toxicity of the anthracycline antibiotics, namely the cardiac and cutaneous vascular effects.",ncit:C456,,,
PD,,,,,,Fluorouracil (5FU),"An antimetabolite fluoropyrimidine analog of the nucleoside pyrimidine with antineoplastic activity. Fluorouracil and its metabolites possess a number of different mechanisms of action. In vivo, fluoruracil is converted to the active metabolite 5-fluoroxyuridine monophosphate (F-UMP); replacing uracil, F-UMP incorporates into RNA and inhibits RNA processing, thereby inhibiting cell growth. Another active metabolite, 5-5-fluoro-2'-deoxyuridine-5'-O-monophosphate (F-dUMP), inhibits thymidylate synthase, resulting in the depletion of thymidine triphosphate (TTP), one of the four nucleotide triphosphates used in the in vivo synthesis of DNA. Other fluorouracil metabolites incorporate into both RNA and DNA; incorporation into RNA results in major effects on both RNA processing and functions.",ncit:C505,,,
PD,,,,,,Gemcitabine,"A broad-spectrum antimetabolite and deoxycytidine analogue with antineoplastic activity. Upon administration, gemcitabine is converted into the active metabolites difluorodeoxycytidine diphosphate (dFdCDP) and difluorodeoxycytidine triphosphate (dFdCTP) by deoxycytidine kinase. dFdCTP competes with deoxycytidine triphosphate (dCTP) and is incorporated into DNA. This locks DNA polymerase thereby resulting in ""masked termination"" during DNA replication. On the other hand, dFdCDP inhibits ribonucleotide reductase, thereby decreasing the deoxynucleotide pool available for DNA synthesis. The reduction in the intracellular concentration of dCTP potentiates the incorporation of dFdCTP into DNA.",ncit:C66876,,,
PD,,,,,,Interferon,"Human interferons have been classified into 3 groups: alpha, beta, and gamma. Both alpha- and beta-IFNs, previously designated type I, are acid-stable, but they differ immunologically and in regard to some biologic and physiochemical properties. The IFNs produced by virus-stimulated leukocytes (leukocyte IFNs) are predominantly of the alpha type. Those produced by lymphoblastoid cells are about 90% alpha and 10% beta. Induced fibroblasts produce mainly or exclusively the beta type. The alpha- and beta-IFNs differ widely in amino acid sequence. The gamma or immune IFNs, which are produced by T lymphocytes in response to mitogens or to antigens to which they are sensitized, are acid-labile and serologically distinct from alpha- and beta-IFNs. (from OMIM 147570)",ncit:C20493,,,
PD,,,,,,Ipilimumab,"A recombinant human immunoglobulin (Ig) G1 monoclonal antibody directed against the human T-cell receptor cytotoxic T-lymphocyte-associated antigen 4 (CTLA4), with immune checkpoint inhibitory and antineoplastic activities. Ipilimumab binds to CTLA4 expressed on T-cells and inhibits the CTLA4-mediated downregulation of T-cell activation. This leads to a cytotoxic T-lymphocyte (CTL)-mediated immune response against cancer cells. CTLA4, an inhibitory receptor and member of the immunoglobulin superfamily, plays a key role in the downregulation of the immune system.",ncit:C2654,,,
PD,,,,,,Methotrexate,"An antimetabolite and antifolate agent with antineoplastic and immunosuppressant activities. Methotrexate binds to and inhibits the enzyme dihydrofolate reductase, resulting in inhibition of purine nucleotide and thymidylate synthesis and, subsequently, inhibition of DNA and RNA syntheses. Methotrexate also exhibits potent immunosuppressant activity although the mechanism(s) of actions is unclear.",ncit:C642,,,
PD,,,,,,Nivolumab,"A fully human immunoglobulin (Ig) G4 monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1) with immune checkpoint inhibitory and antineoplastic activities. Upon administration, nivolumab binds to and blocks the activation of PD-1, an immunoglobulin superfamily (IgSF) transmembrane protein, by its ligands programmed cell death ligand 1 (PD-L1), which is overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on antigen-presenting cells (APCs). This results in the activation of T-cells and cell-mediated immune responses against tumor cells. Activated PD-1 negatively regulates T-cell activation and plays a key role in tumor evasion from host immunity.",ncit:C68814,,,
PD,,,,,,Paclitaxel,"A compound extracted from the Pacific yew tree Taxus brevifolia with antineoplastic activity. Paclitaxel binds to tubulin and inhibits the disassembly of microtubules, thereby resulting in the inhibition of cell division. This agent also induces apoptosis by binding to and blocking the function of the apoptosis inhibitor protein Bcl-2 (B-cell Leukemia 2). (NCI04)",ncit:C1411,,,
PD,,,,,,Pembrolizumab,"A humanized monoclonal immunoglobulin (Ig) G4 antibody directed against human cell surface receptor PD-1 (programmed death-1 or programmed cell death-1) with potential immune checkpoint inhibitory and antineoplastic activities. Upon administration, pembrolizumab binds to PD-1, an inhibitory signaling receptor expressed on the surface of activated T cells, and blocks the binding to and activation of PD-1 by its ligands, which results in the activation of T-cell-mediated immune responses against tumor cells. The ligands for PD-1 include programmed cell death ligand 1 (PD-L1), overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on APCs. Activated PD-1 negatively regulates T-cell activation and plays a key role in in tumor evasion from host immunity.",ncit:C106432,,,
PD,,,,,,Sodium Thiosulfate,"A water soluble salt and reducing agent that reacts with oxidizing agents. Although its exact mechanism of action is unknown, thiosulfate likely provides an exogenous source of sulfur, thereby hastening the detoxification of cyanide through the enzyme rhodanese (thiosulfate cyanide sulfurtransferase) which converts cyanide to the relatively nontoxic, excretable thiocyanate ion. In addition, this agent neutralizes the reactive alkylating species of nitrogen mustard, thereby decreasing skin toxicity related to nitrogen mustard extravasation. (NCI04)",ncit:C1230,,,
PD,,,,,,Tetrathiomolybdate (TM),"An orally bioavailable metal copper (Cu) chelator, with potential antiangiogenic, anti-metastatic and antitumor activities. Upon oral administration, tetrathiomolybdate (TM) targets and binds to copper and food protein in the gastrointestinal (GI) tract, thereby forming stable complexes and preventing copper uptake and reabsorption. Additionally, absorbed free TM targets and binds to copper and serum albumin in the bloodstream. This depletes systemic copper reserves and deprives the tumor microenvironment (TME) from copper. Chelation of copper by TM downregulates the expression of angiogenic factors of which copper is a cofactor, such as vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF), and prevents the production of nuclear factor-kappa B (NF-kB). Copper deprivation also inhibits the activity and levels of copper-dependent angiogenic enzymes, such as vascular endothelial growth factor receptor (VEGFR). This modulates the activity of VEGFR-positive endothelial progenitor cells (EPCs) that are necessary for metastasis. EPC deficiency results in the inhibition of angiogenesis and prevents metastasis. TM also inhibits the activities of other copper-containing metalloenzymes, including superoxide dismutase 1 (SOD1) in endothelial cells, cytochrome C oxidase, vascular adhesion protein-1 (VAP-1), antioxidant 1 copper chaperone (ATOX-1) and matrix metalloproteinase 9 (MMP-9). Inhibition of these enzymes interferes with the activation of several signal transduction pathways required for cellular proliferation and angiogenesis. TM also inhibits the activity and levels of lysyl oxidase-like 2 (LOXL2; lysyl oxidase homolog 2), a copper dependent amine oxidase that is critical for modeling the pre-metastatic niche and promotes metastasis, tumor cell migration and invasiveness. In addition, copper depletion also attenuates the activation of host cells within the tumor microenvironment including cancer-associated fibroblasts (CAFs), modulates tumor associated macrophages (TAMs) and promotes cytotoxic T-lymphocyte (CTL)-mediated anti-tumor immune responses.",ncit:C160684,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Response,,,,,,,,,,
TD,Subject Response,,Optional,,,,,,,,"MW: ISPHO - ""Relapse -> Outcome"" and imaging studies follow-up?"
TG,One row per subject per response assessment,,,,,,,,,,ML: need to know what system is used. COG did not indicate.
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,"At end of neo-adjuvant, end of combination, end of maintenance"
VD,AGE_AT_RESPONSE,Integer,Mandatory,The age (in days) of the subject at the time of this response assessment.,ncit:C168856,_undefined_,_undefined_,,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,RESPONSE,Enum,Mandatory,"A standard way to measure how well a cancer patient responds to treatment. It is based on whether tumors shrink, stay the same, or get bigger. To use Response Evaluation Criteria In Solid Tumors, there must be at least one tumor that can be measured on x-rays, CT scans, or MRI scans. The types of response a patient can have are a complete response (CR), a partial response (PR), progressive disease (PD), and stable disease (SD). Also called RECIST. (Source: NCI Dictionary of Cancer Terms)",ncit:C50995,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"RECIST, Complete Response",Complete response (CR): no more measurable tissue mass at the primary site and no residual lymphadenopathy of small axis >1 cm.,ncit:C4870,,,EBV as a response method
PD,,,,,,"RECIST, Partial Response","At least a 30% decrease in the sum of the longest diameter of target lesions, taking as reference the baseline sum longest diameter.",ncit:C159547,,,
PD,,,,,,"RECIST, Progressive Disease","At least a 20% increase in the sum of the longest diameter of target lesions, taking as reference the smallest sum longest diameter recorded since the treatment started or the appearance of one or more new lesions.",ncit:C159716,,,
PD,,,,,,"RECIST, Stable Disease","Neither sufficient shrinkage to qualify for partial response nor sufficient increase to qualify for progressive disease, taking as reference the smallest sum longest diameter since start of treatment.",ncit:C159546,,,
PD,,,,,,"WHO, Complete Response",,,,,
PD,,,,,,"WHO, Partial Response",,,,,
PD,,,,,,"WHO, Progressive Disease",,,,,
PD,,,,,,"WHO, Stable Disease",,,,,
PD,,,,,,"EXPeRT, Complete Response",No more measurable tissue mass at the primary site and no residual lymphadenopathy of small axis >1 cm.,,,,
PD,,,,,,"EXPeRT, Very Good Partial Response",Tumor reduction (cavum + lymphadenopathy) between 80% and 99% or isolated persistence of a thickening of mucosa of the nasopharynx.,,,,
PD,,,,,,"EXPeRT, Partial Response","Reduction of the overall tumor mass (i.e., cavum and lymph nodes) between 50% and 80%.",,,,
PD,,,,,,"EXPeRT, Minor Response",Decrease of the overall tumor mass between 25 and 50%.,,,,
PD,,,,,,"EXPeRT, Stable Disease",Change of the overall tumor mass of +- 25%.,,,,
PD,,,,,,"EXPeRT, Progressive Disease",Tumor mass increase >25% and/or the appearance of distant metastases or new lymphadenopathies.,,,,
PD,,,,,,Very Good Partial Response,"Partial response with additional serum and urine M-protein reduction, but not meeting complete response.",ncit:C123618,,,
PD,,,,,,Partial Response,A finding indicating that there is a decrease in the size and the extent of tissue involvement by a malignant tumor in a patient.,ncit:C18058,,,ML: same as partial remission? wait for Tal's data
PD,,,,,,Progressive Disease,A disease process that is increasing in scope or severity.,ncit:C35571,,,
PD,,,,,,Stable Disease,Cancer that is neither decreasing nor increasing in extent or severity.,ncit:C18213,,,
PD,,,,,,Not Evaluable,Unable to be evaluated.,ncit:C62222,,,
PD,,,,,,Not Applicable,Determination of a value is not relevant in the current context.,ncit:C48660,,,
VD,RESPONSE_SYSTEM,Enum,Priority,A standard from which a judgment concerning tumor response to therapy can be established.,ncit:C125932,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,RECIST,"Standard parameters to be used when documenting response of solid tumors to treatment; a set of published rules that define when cancer patients improve (""respond""), stay the same (""stable""), or worsen (""progression"") during treatments.",ncit:C49164,,,
PD,,,,,,WHO,A United Nations agency established to coordinate international health activities and to help governments improve health services.,ncit:C75419,,,
PD,,,,,,EXPeRT,A European consensus guideline for the diagnosis and treatment of pediatric NPC developed by the European Cooperative Study Group for Pediatric Rare Tumors (EXPeRT).,,,,
VD,RESPONSE_SYSTEM_VERSION,String,Optional,The version of the response criteria system.,ncit:C175042,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'RESPONSE_SYSTEM' is not null.,,
VD,RESPONSE_CATEGORY,Enum,Optional,The category used to assess the response to therapy.,ncit:C173306,_undefined_,_undefined_,_undefined_,,,Include RESPONSE to radiotherapy as well
PD,,,,,,Overall Response,An assessment of the overall response of the disease to the therapy.,ncit:C96613,,,
PD,,,,,,Primary Site Response,The response at a primary site of a disease or condition to treatment.,ncit:C200253,,,
PD,,,,,,Lymph Node Response,"Criteria for the response to treatment in lymph nodes, as a component of global response.",ncit:C159957,,,
PD,,,,,,Metastatic Response,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Events,,,,,,,,,,
TD,Adverse Events,,Optional,,,,,,,,
TG,One row per subject per adverse event,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_AE,Integer,Mandatory,The age (in days) of the subject at the onset of this adverse event.,ncit:C172677,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_AE_RESOLVED,Integer,Optional,The age (in days) of the subject when this adverse event was resolved.,ncit:C175043,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,ADVERSE_EVENT,Enum,Mandatory,"Any unfavorable or unintended disease, sign, or symptom (including an abnormal laboratory finding) that is temporally associated with the use of a medical treatment or procedure, and that may or may not be considered related to the medical treatment or procedure. Such events can be related to the intervention, dose, route of administration, patient, or caused by an interaction with another drug(s) or procedure(s).",ncit:C41331,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if AE_CODE is not known.,,
PD,,,,,,Anemia,"A reduction in the number of red blood cells, the amount of hemoglobin, and/or the volume of packed red blood cells. Clinically, anemia represents a reduction in the oxygen-transporting capacity of a designated volume of blood, resulting from an imbalance between blood loss (through hemorrhage or hemolysis) and blood production. Signs and symptoms of anemia may include pallor of the skin and mucous membranes, shortness of breath, palpitations of the heart, soft systolic murmurs, lethargy, and fatigability.",ncit:C2869,,,
PD,,,,,,Cataract,,,,,
PD,,,,,,CNS Necrosis,,,,,
PD,,,,,,Cranial Nerve Palsy,,,,,
PD,,,,,,Dental Developmental Abnormality,,,,,
PD,,,,,,Dermatitis,,,,,
PD,,,,,,Dysphagia,,,,,
PD,,,,,,Febrile Neutropenia,,,,,
PD,,,,,,Growth Hormone Deficiency,,,,,
PD,,,,,,Hearing Impaired,,,,,
PD,,,,,,Hematuria,,,,,
PD,,,,,,Hoarseness,,,,,
PD,,,,,,Hypopituitarism,,,,,
PD,,,,,,Hypothyroidism,,,,,
PD,,,,,,Mucositis,Inflammation of the mucous membranes.,ncit:C27961,,,
PD,,,,,,Neck Fibrosis,,,,,
PD,,,,,,Neutropenia,A decrease in the number of neutrophils in the peripheral blood.,ncit:C3408,,,
PD,,,,,,Optic Nerve Disorder,,,,,
PD,,,,,,Osteoradionecrosis,Necrosis of bone following exposure to a source of radiation.,ncit:C115459,,,
PD,,,,,,Ototoxicity,Damage to the inner ear as a result of exposure to drugs or chemicals.,ncit:C66929,,,
PD,,,,,,Paresthesia,"A disorder characterized by functional disturbances of sensory neurons resulting in abnormal cutaneous sensations of tingling, numbness, pressure, cold, and/or warmth.",ncit:C143736,,,
PD,,,,,,Psychiatric Disorder,,,,,Any specific psychiatric conditions?
PD,,,,,,Proteinuria,The presence of abnormal amounts of protein in the urine.,ncit:C38012,,,
PD,,,,,,Pulmonary Fibrosis,Toxicity that impairs or damages the lung(s). This condition is often caused by the administration of a pharmaceutical agent that causes damage to the lungs.,ncit:C27994,,,
PD,,,,,,Radiation Caries,,ncit:C177374,,,
PD,,,,,,Renal Toxicity,Toxicity that impairs or damages the kidney. This condition is often caused by the administration of a pharmaceutical agent that causes damage to the kidney.,,,,
PD,,,,,,Retinopathy,,,,,
PD,,,,,,Secondary Malignancy,A primary malignant neoplasm in a patient who has been already diagnosed with a primary malignant neoplasm in another anatomic site.,ncit:C95606,,,
PD,,,,,,Spinal Cord Toxicity,,,,,
PD,,,,,,Stroke,,,,,
PD,,,,,,Tinnitus,,,,,
PD,,,,,,Thrombocytopenia,A laboratory test result indicating that there is an abnormally small number of platelets in the circulating blood.,ncit:C3036,,,
PD,,,,,,Trismus,,,,,
PD,,,,,,Vertigo,,,,,
PD,,,,,,Vision Decreased,,,,,
PD,,,,,,Xerostomia,,,,,
PD,,,,,,Weight Loss,,,,,
