INFO,Title,Central Nervous System Tumors (CNS) Data Dictionary,,,,,,,,,
INFO,Name,cns_v1.2,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Data Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,Ribociclib,"An orally available cyclin-dependent kinase (CDK) inhibitor targets at cyclin D1/CDK4 and cyclin D3/CDK6 cell cycle pathway, with potential antineoplastic activity. Ribociclib specifically inhibits CDK4 and 6, thereby inhibiting retinoblastoma (Rb) protein phosphorylation. Inhibition of Rb phosphorylation prevents CDK-mediated G1-S phase transition, thereby arresting the cell cycle in the G1 phase, suppressing DNA synthesis and inhibiting cancer cell growth. Overexpression of CDK4/6, as seen in certain types of cancer, causes cell cycle deregulation.",ncit:C95701|rxcui:8702,,New PD,
PD,,,,,,Valproate,"A synthetic derivative of propylpentanoic acid with antiepileptic properties and potential antineoplastic and antiangiogenesis activities. In epilepsy, valproic acid appears to act by increasing the concentration of gamma-aminobutyric acid (GABA) in the brain. This agent's antitumor and antiangiogenesis activities may be related to the inhibition of histone deacetylases and nitric oxide synthase, which results in the inhibition of nitric oxide synthesis. (NCI04)",ncit:C181410|rxcui:1873916,,New PD,
PD,,,,,,Sunitinib,"An indolinone derivative and tyrosine kinase inhibitor with potential antineoplastic activity. Sunitinib blocks the tyrosine kinase activities of vascular endothelial growth factor receptor 2 (VEGFR2), platelet-derived growth factor receptor b (PDGFRb), and c-kit, thereby inhibiting angiogenesis and cell proliferation. This agent also inhibits the phosphorylation of Fms-related tyrosine kinase 3 (FLT3), another receptor tyrosine kinase expressed by some leukemic cells.",ncit:C1796|rxcui:40254,,New PD,
PD,,,,,,Temozolomide,"A triazene analog of dacarbazine with antineoplastic activity. As a cytotoxic alkylating agent, temozolomide is converted at physiologic pH to the short-lived active compound, monomethyl triazeno imidazole carboxamide (MTIC). The cytotoxicity of MTIC is due primarily to methylation of DNA at the O6 and N7 positions of guanine, resulting in inhibition of DNA replication. Unlike dacarbazine, which is metabolized to MITC only in the liver, temozolomide is metabolized to MITC at all sites. Temozolomide is administered orally and penetrates well into the central nervous system. (NCI04)",ncit:C1244|rxcui:37776,,,
PD,,,,,,Temsirolimus,"An ester analog of rapamycin. Temsirolimus binds to and inhibits the mammalian target of rapamycin (mTOR), resulting in decreased expression of mRNAs necessary for cell cycle progression and arresting cells in the G1 phase of the cell cycle. mTOR is a serine/threonine kinase which plays a role in the PI3K/AKT pathway that is upregulated in some tumors.",ncit:C1244|rxcui:357977,,New PD,
PD,,,,,,Thalidomide,"A synthetic derivative of glutamic acid (alpha-phthalimido-glutarimide) with teratogenic, immunomodulatory, anti-inflammatory and anti-angiogenic properties. Thalidomide acts primarily by inhibiting both the production of tumor necrosis factor alpha (TNF-alpha) in stimulated peripheral monocytes and the activities of interleukins and interferons. This agent also inhibits polymorphonuclear chemotaxis and monocyte phagocytosis. In addition, thalidomide inhibits pro-angiogenic factors such as vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF), thereby inhibiting angiogenesis.",ncit:C1844|rxcui:37776,,New PD,
PD,,,,,,Thiotepa,"A polyfunctional, organophosphorus alkylating agent and a stable derivative of N,N',N''-triethylenephosphoramide (TEPA), with antineoplastic activity. Upon administration, thiotepa is converted into highly reactive ethylenimine groups, which covalently bind to nucleophilic groups in DNA and demonstrate a preference for the N7 position of guanine bases. This induces crosslinking of alkylated guanine bases in double-stranded DNA, interferes with both DNA replication and cell division, and results in both the induction of apoptosis and the inhibition of cell growth.",ncit:C875|rxcui:10473,,,
PD,,,,,,Topotecan,"A semisynthetic derivative of camptothecin, a cytotoxic, quinoline-based alkaloid extracted from the Asian tree Camptotheca acuminata. Topotecan inhibits topoisomerase I activity by stabilizing the topoisomerase I-DNA covalent complexes during S phase of cell cycle, thereby inhibiting religation of topoisomerase I-mediated single-strand DNA breaks and producing potentially lethal double-strand DNA breaks when encountered by the DNA replication machinery.",ncit:C1413|rxcui:57308,,,
PD,,,,,,Trametinib,"An orally bioavailable inhibitor of mitogen-activated protein kinase kinase (MAP2K; MAPK/ERK kinase; MEK) 1 and 2, with potential antineoplastic activity. Upon oral administration, trametinib specifically binds to and inhibits MEK 1 and 2, resulting in an inhibition of growth factor-mediated cell signaling and cellular proliferation in various cancers. MEK 1 and 2, dual specificity serine/threonine and tyrosine kinases often upregulated in various cancer cell types, play a key role in the activation of the RAS/RAF/MEK/ERK signaling pathway that regulates cell growth.",ncit:C1413|rxcui:57308,,New PD,
PD,,,,,,Vinblastine,"A natural alkaloid isolated from the plant Vinca rosea Linn. Vinblastine binds to tubulin and inhibits microtubule formation, resulting in disruption of mitotic spindle assembly and arrest of tumor cells in the M phase of the cell cycle. This agent may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)",ncit:C930|rxcui:57308,,,
PD,,,,,,Vincristine,"A natural alkaloid isolated from the plant Vinca rosea Linn. Vincristine binds irreversibly to microtubules and spindle proteins in S phase of the cell cycle and interferes with the formation of the mitotic spindle, thereby arresting tumor cells in metaphase. This agent also depolymerizes microtubules and may also interfere with amino acid, cyclic AMP, and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis. (NCI04)",ncit:C933|rxcui:11202,,,
PD,,,,,,Vismodegib,"An orally bioavailable, small molecule inhibitor of SMO and the Hedgehog (Hh) pathway, with potential antineoplastic activity. Upon oral administration, vismodegib targets, binds to and inhibits the cell membrane-spanning G-protein coupled receptor SMO, which may result in the suppression of Hh pathway signaling and a decrease in tumor cell proliferation and survival. SMO is activated upon binding of Hh ligand to the cell surface receptor Patched (PTCH); inappropriate activation of Hh signaling and uncontrolled cellular proliferation may be associated with SMO mutations.",ncit:C933|rxcui:11202,,,
PD,,,,,,Vorinostat,"A synthetic hydroxamic acid derivative with antineoplastic activity. Vorinostat, a second generation polar-planar compound, binds to the catalytic domain of the histone deacetylases (HDACs). This allows the hydroxamic moiety to chelate zinc ion located in the catalytic pockets of HDAC, thereby inhibiting deacetylation and leading to an accumulation of both hyperacetylated histones and transcription factors. Hyperacetylation of histone proteins results in the upregulation of the cyclin-dependant kinase p21, followed by G1 arrest. Hyperacetylation of non-histone proteins such as tumor suppressor p53, alpha tubulin, and heat-shock protein 90 produces additional anti-proliferative effects. This agent also induces apoptosis and sensitizes tumor cells to cell death processes. Vorinostat crosses the blood-brain barrier.",ncit:C74038|rxcui:11202,,,
PD,,,,,,Tipifarnib,"A nonpeptidomimetic quinolinone with potential antineoplastic activity. Tipifarnib binds to and inhibits the enzyme farnesyl protein transferase, an enzyme involved in protein processing (farnesylation) for signal transduction. By inhibiting the farnesylation of proteins, this agent prevents the activation of Ras oncogenes, inhibits cell growth, induces apoptosis, and inhibits angiogenesis. (NCI04)",ncit:C1703|rxcui:1242987,,New PD,
PD,,,,,,Other,Different than the one(s) previously specified or mentioned.,ncit:C17649,,,
PD,,,,,,Abemaciclib,"An orally available cyclin-dependent kinase (CDK) inhibitor that targets the CDK4 (cyclin D1) and CDK6 (cyclin D3) cell cycle pathway, with potential antineoplastic activity. Abemaciclib specifically inhibits CDK4 and 6, thereby inhibiting retinoblastoma (Rb) protein phosphorylation in early G1. Inhibition of Rb phosphorylation prevents CDK-mediated G1-S phase transition, thereby arresting the cell cycle in the G1 phase, suppressing DNA synthesis and inhibiting cancer cell growth. Overexpression of the serine/threonine kinases CDK4/6, as seen in certain types of cancer, causes cell cycle deregulation.",ncit:C97660|rxcui:1946825,,New PD,
PD,,,,,,Arsenic Trioxide,A small-molecule arsenic compound with antineoplastic activity. The mechanism of action of arsenic trioxide is not completely understood. This agent causes damage to or degradation of the promyelocytic leukemia protein/retinoic acid receptor-alpha (PML/RARa) fusion protein; induces apoptosis in acute promyelocytic leukemia (APL) cells and in many other tumor cell types; promotes cell differentiation and suppresses cell proliferation in many different tumor cell types; and is pro-angiogenic. (NCI04),ncit:C1005|rxcui:18330,,New PD,
PD,,,,,,Belinostat,"A novel hydroxamic acid-type histone deacetylase (HDAC) inhibitor with antineoplastic activity. Belinostat targets HDAC enzymes, thereby inhibiting tumor cell proliferation, inducing apoptosis, promoting cellular differentiation, and inhibiting angiogenesis. This agent may sensitize drug-resistant tumor cells to other antineoplastic agents, possibly through a mechanism involving the down-regulation of thymidylate synthase.",ncit:C48812|rxcui:1543543,,New PD,
PD,,,,,,Bortezomib,"A dipeptide boronic acid analogue with antineoplastic activity. Bortezomib reversibly inhibits the 26S proteasome, a large protease complex that degrades ubiquinated proteins. By blocking the targeted proteolysis normally performed by the proteasome, bortezomib disrupts various cell signaling pathways, leading to cell cycle arrest, apoptosis, and inhibition of angiogenesis. Specifically, the agent inhibits nuclear factor (NF)-kappaB, a protein that is constitutively activated in some cancers, thereby interfering with NF-kappaB-mediated cell survival, tumor growth, and angiogenesis. In vivo, bortezomib delays tumor growth and enhances the cytotoxic effects of radiation and chemotherapy.",ncit:C1851|rxcui:358258,,New PD,
PD,,,,,,Capecitabine,"A fluoropyrimidine carbamate belonging to the class of antineoplastic agents called antimetabolites.  As a prodrug, capecitabine is selectively activated by tumor cells to its cytotoxic moiety, 5-fluorouracil (5-FU); subsequently, 5-FU is metabolized to two active metabolites, 5-fluoro-2-deoxyuridine monophosphate (FdUMP) and 5-fluorouridine triphosphate (FUTP) by both tumor cells and normal cells.  FdUMP inhibits DNA synthesis and cell division by reducing normal thymidine production, while FUTP inhibits RNA and protein synthesis by competing with uridine triphosphate for incorporation into the RNA strand. (NCI04)",ncit:C1794|rxcui:194000,,New PD,
PD,,,,,,Carbogen,"An inhalant consisting of hyperoxic gas (95%-98% oxygen and 2%-5% carbon dioxide) with radiosensitizing properties.  Inhaled carbogen reduces diffusion-limited tumor hypoxia, increasing tumor radiosensitivity due to the increased availability of molecular oxygen for cytotoxic radiation-induced oxygen free radical production. (NCI04)",ncit:C1038,,New PD,
PD,,,,,,Cediranib,"An orally bioavailable indole ether quinazoline derivative and vascular endothelial growth factor receptor (VEGFR) inhibitor, with potential antineoplastic activity. Upon oral administration, cediranib binds to and inhibits the three VEGFR subtypes 1 (VEGFR-1), 2 (VEGFR-2) and 3 (VEGFR-3), thereby blocking VEGF-signaling, angiogenesis, and tumor cell growth. Expression of VEGFRs may be upregulated in a variety of tumor cell types.",ncit:C80867,,New PD,
PD,,,,,,Gadolinium,"An element with atomic symbol Gd, atomic number 64, and atomic weight 157.25.",ncit:C39765|rxcui:1310171,,New PD,
PD,,,,,,Gefitinib,"An anilinoquinazoline with antineoplastic activity. Gefitinib inhibits the catalytic activity of numerous tyrosine kinases including the epidermal growth factor receptor (EGFR), which may result in inhibition of tyrosine kinase-dependent tumor growth. Specifically, this agent competes with the binding of ATP to the tyrosine kinase domain of EGFR, thereby inhibiting receptor autophosphorylation and resulting in inhibition of signal transduction. Gefitinib may also induce cell cycle arrest and inhibit angiogenesis. (NCI04)",ncit:C1855|rxcui:328134,,New PD,
PD,,,,,,Labradimil,"A synthetic analog of bradykinin. Lobradimil is a potent, specific bradykinin B-2 receptor agonist that stimulates B-2 receptors expressed on the surface of brain capillary endothelial cells, thereby reversibly increasing the permeability of the blood-brain barrier (BBB). Compared to bradykinin, this agent possesses enhanced receptor selectivity, greater plasma stability, and a longer half-life. (NCI04)",ncit:C1606,,New PD,
PD,,,,,,Lapatinib,"A synthetic, orally-active quinazoline with potential antineoplastic properties. Lapatinib reversibly blocks phosphorylation of the epidermal growth factor receptor (EGFR), ErbB2, and the Erk-1 and-2 and AKT kinases; it also inhibits cyclin D protein levels in human tumor cell lines and xenografts. EGFR and ErbB2 have been implicated in the growth of various tumor types.",ncit:C26653|rxcui:480167,,New PD,
PD,,,,,,Lenalidomide,"A thalidomide analog with potential antineoplastic activity.  Lenalidomide inhibits TNF-alpha production, stimulates T cells, reduces serum levels of the cytokines vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF), and inhibits angiogenesis.  This agent also promotes G1 cell cycle arrest and apoptosis of malignant cells.",ncit:C2668|rxcui:342369,,New PD,
PD,,,,,,Mitoxantrone,"An anthracenedione antibiotic with antineoplastic activity. Mitoxantrone intercalates into and crosslinks DNA, thereby disrupting DNA and RNA replication.  This agent also binds to topoisomerase II, resulting in DNA strand breaks and inhibition of DNA repair.  Mitoxantrone is less cardiotoxic compared to doxorubicin.",ncit:C62050|rxcui:7005,,New PD,
PD,,,,,,Motexafin Gadolinium,"A synthetic metallotexaphyrin with radiosensitizing and chemosensitizing properties. Motexafin gadolinium accumulates in tumor cells preferentially due to their increased rates of metabolism, generating reactive oxygen species (ROS) intracellularly and lowering the tumor cell apoptotic threshold to ionizing radiation and chemotherapy. (NCI04)",ncit:C1881,,New PD,
PD,,,,,,Nivolumab,"A fully human immunoglobulin (Ig) G4 monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed death-1 (PD-1, PCD-1) with immune checkpoint inhibitory and antineoplastic activities. Upon administration, nivolumab binds to and blocks the activation of PD-1, an immunoglobulin superfamily (IgSF) transmembrane protein, by its ligands programmed cell death ligand 1 (PD-L1), which is overexpressed on certain cancer cells, and programmed cell death ligand 2 (PD-L2), which is primarily expressed on antigen-presenting cells (APCs). This results in the activation of T-cells and cell-mediated immune responses against tumor cells. Activated PD-1 negatively regulates T-cell activation and plays a key role in tumor evasion from host immunity.",ncit:C68814|rxcui:1597876,,New PD,
PD,,,,,,Palbociclib,"An orally available cyclin-dependent kinase (CDK) inhibitor with potential antineoplastic activity. Palbociclib selectively inhibits cyclin-dependent kinase 4 (CDK4) and 6 (CDK6), thereby inhibiting retinoblastoma (Rb) protein phosphorylation early in the G1 phase leading to cell cycle arrest. This suppresses DNA replication and decreases tumor cell proliferation. CDK4 and 6 are serine/threonine kinases that are upregulated in many tumor cell types and play a key role in the regulation of cell cycle progression.",ncit:C49176|rxcui:1601374,,New PD,
PD,,,,,,Pomalidomide,"An orally bioavailable derivative of thalidomide with potential immunomodulating, antiangiogenic and antineoplastic activities. Although its exact mechanism of action has yet to be fully elucidated, pomalidomide appears to inhibit TNF-alpha production, enhance the activity of T cells and natural killer (NK) cells and enhance antibody-dependent cellular cytotoxicity (ADCC). In addition, pomalidomide may inhibit tumor angiogenesis, promote cell cycle arrest in susceptible tumor cell populations, and stimulate erythropoeisis.",ncit:C72560|rxcui:1369713,,New PD,
PD,,,,,,Prexasertib,"An inhibitor of checkpoint kinase 1 (chk1) with potential antineoplastic activity. Upon administration, prexasertib selectively binds to chk1, thereby preventing activity of chk1 and abrogating the repair of damaged DNA. This may lead to an accumulation of damaged DNA and may promote genomic instability and apoptosis. Prexasertib may potentiate the cytotoxicity of DNA-damaging agents and reverse tumor cell resistance to chemotherapeutic agents. Chk1, a serine/threonine kinase, mediates cell cycle checkpoint control and is essential for DNA repair and plays a key role in resistance to chemotherapeutic agents.",ncit:C91392,,New PD,
PD,,,,,,Rebeccamycin,"An indolocarbazole glycoside antineoplastic antibiotic isolated from the bacterium Saccharothrix aerocolonigenes.  Rebeccamycin intercalates into DNA and stabilizes the DNA-topoisomerase I complex, thereby interfering with the topoisomerase I-catalyzed DNA breakage-reunion reaction and initiating DNA cleavage and apoptosis. (NCI04)",ncit:C1213,,New PD,
PD,,,,,,Ridaforolimus,"A small molecule and non-prodrug analogue of the lipophilic macrolide antibiotic rapamycin with potential antitumor activity. Ridaforolimus binds to and inhibits the mammalian target of rapamycin (mTOR), which may result in cell cycle arrest and, consequently, the inhibition of tumor cell growth and proliferation. Upregulated in some tumors, mTOR is a serine/threonine kinase involved in regulating cellular proliferation, motility, and survival that is located downstream of the PI3K/Akt signaling pathway.",ncit:C49061,,New PD,
PD,,,,,,Satraplatin,"An orally administered third generation platinum compound with potential antineoplastic activity. Satraplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups in DNA, inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in cell growth inhibition and apoptosis.",ncit:C1493|rxcui:1733681,,New PD,
PD,,,,,,Savolitinib,"An orally bioavailable inhibitor of the c-Met receptor tyrosine kinase with potential antineoplastic activity. Savolitinib selectively binds to and inhibits the activation of c-Met in an ATP-competitive manner, and disrupts c-Met signal transduction pathways. This may result in cell growth inhibition in tumors that overexpress the c-Met protein. C-Met encodes the hepatocyte growth factor receptor tyrosine kinase and plays an important role in tumor cell proliferation, survival, invasion, and metastasis, and tumor angiogenesis; this protein is overexpressed or mutated in a variety of cancers.",ncit:C104732,,New PD,
PD,,,,,,Semaxanib,"A quinolone derivative with potential antineoplastic activity. Semaxanib reversibly inhibits ATP binding to the tyrosine kinase domain of vascular endothelial growth factor receptor 2 (VEGFR2), which may inhibit VEGF-stimulated endothelial cell migration and proliferation and reduce the tumor microvasculature. This agent also inhibits the phosphorylation of the stem cell factor receptor tyrosine kinase c-kit, often expressed in acute myelogenous leukemia cells.",ncit:C11778,,New PD,
PD,,,,,,Sirolimus,"A natural macrocyclic lactone produced by the bacterium Streptomyces hygroscopicus, with immunosuppressant properties. In cells, sirolimus binds to the immunophilin FK Binding Protein-12 (FKBP-12) to generate an immunosuppressive complex that binds to and inhibits the activation of the mammalian Target Of Rapamycin (mTOR), a key regulatory kinase. This results in inhibition of T lymphocyte activation and proliferation that occurs in response to antigenic and cytokine (IL-2, IL-4, and IL-15) stimulation and inhibition of antibody production. (NCI04)",ncit:C1212|rxcui:35302,,New PD,
PD,,,,,,Tamoxifen,"An antineoplastic nonsteroidal selective estrogen receptor modulator (SERM).  Tamoxifen competitively inhibits the binding of estradiol to estrogen receptors, thereby preventing the receptor from binding to the estrogen-response element on DNA.  The result is a reduction in DNA synthesis and cellular response to estrogen.  In addition, tamoxifen up-regulates the production of transforming growth factor B (TGFb), a factor that inhibits tumor cell growth, and down-regulates insulin-like growth factor 1 (IGF-1), a factor that stimulates breast cancer cell growth.",ncit:C62078|rxcui:10324,,New PD,
PD,,,,,,Thioguanine,"A synthetic guanosine analogue antimetabolite. Phosphorylated by hypoxanthine-guanine phosphoribosyltransferase, thioguanine incorporates into DNA and RNA, resulting in inhibition of DNA and RNA syntheses and cell death. This agent also inhibits glutamine-5-phosphoribosylpyrophosphate amidotransferase, thereby inhibiting purine synthesis. (NCI04)",ncit:C876|rxcui:10485,,New PD,
PD,,,,,,Toxin,"A chemical, physical, or biological agent that causes disease or some alteration of the normal structure and function of an organism. Usually refers to poisonous substance produced during the metabolism and growth of certain microorganisms and some higher plant and animal species, or any poisonous isomer, homolog, or derivative of such a substance. It causes either permanent or reversible injury to the health of a living thing on contact or absorption, typically by interacting with biological macromolecules such as enzymes and receptors. Onset of effects may be immediate or delayed, and impairments may be slight or severe. (NCI)",ncit:C894,,New PD,
PD,,,,,,Valproic Acid,"A synthetic derivative of propylpentanoic acid with antiepileptic properties and potential antineoplastic and antiangiogenesis activities.  In epilepsy, valproic acid appears to act by increasing the concentration of gamma-aminobutyric acid (GABA) in the brain. This agent's antitumor and antiangiogenesis activities may be related to the inhibition of histone deacetylases and nitric oxide synthase, which results in the inhibition of nitric oxide synthesis. (NCI04)",ncit:C29536|rxcui:11118,,New PD,
PD,,,,,,Vandetanib,"An orally bioavailable 4-anilinoquinazoline. Vandetanib selectively inhibits the tyrosine kinase activity of vascular endothelial growth factor receptor 2 (VEGFR2), thereby blocking VEGF-stimulated endothelial cell proliferation and migration and reducing tumor vessel permeability. This agent also blocks the tyrosine kinase activity of epidermal growth factor receptor (EGFR), a receptor tyrosine kinase that mediates tumor cell proliferation and migration and angiogenesis.",ncit:C2737|rxcui:1098413,,New PD,
PD,,,,,,Indoximod,"A methylated tryptophan with immune checkpoint inhibitory activity. Indoximod inhibits the enzyme indoleamine 2,3-dioxygenase (IDO), which degrades the essential amino acid tryptophan, and may increase or maintain tryptophan levels important to T cell function. Tryptophan depletion is associated with immunosuppression involving T cell arrest and anergy.",ncit:C71535,,New PD,
PD,,,,,,Doxycycline Hyclate,"The hyclate salt form of doxycycline, a synthetic, broad-spectrum tetracycline antibiotic exhibiting antimicrobial activity. Doxycycline hyclate binds reversibly to the 30S ribosomal subunit, possibly to the 50S ribosomal subunit as well, thereby blocking the binding of aminoacyl-tRNA to the mRNA-ribosome complex. This leads to an inhibition of protein synthesis. In addition, this agent has exhibited inhibition of collagenase activity.",ncit:C29007|rxcui:23663,,New PD,
PD,,,,,,Mebendazole,"A synthetic benzimidazole derivate and anthelmintic agent. Mebendazole interferes with the reproduction and survival of helminths by inhibiting the formation of their cytoplasmic microtubules, thereby selectively and irreversibly blocking glucose uptake. This results in a depletion of glycogen stores and leads to reduced formation of ATP required for survival and reproduction of the helminth. This eventually causes the helminths death.",ncit:C47595|rxcui:6672,,New PD,
PD,,,,,,Metformin,"An agent belonging to the biguanide class of antidiabetics with antihyperglycemic activity. Metformin is associated with a very low incidence of lactic acidosis. This agent helps reduce LDL cholesterol and triglyceride levels, and is not associated with weight gain, and prevents the cardiovascular complications of diabetes. Metformin is not metabolized and is excreted unchanged by the kidneys.",ncit:C61612|rxcui:6809,,New PD,
PD,,,,,,Atorvastatin,"A synthetic lipid-lowering agent. Atorvastatin competitively inhibits hepatic hydroxymethyl-glutaryl coenzyme A (HMG-CoA) reductase, the enzyme which catalyzes the conversion of HMG-CoA to mevalonate, a key step in cholesterol synthesis. Atorvastatin also increases the number of LDL receptors on hepatic cell surfaces to enhance uptake and catabolism of LDL and reduces LDL production and the number of LDL particles. This agent lowers plasma cholesterol and lipoprotein levels and modulates immune responses by suppressing MHC II (major histocompatibility complex II) on interferon gamma-stimulated, antigen-presenting cells such as human vascular endothelial cells. (NCI04)",ncit:C61527|rxcui:83367,,New PD,
PD,,,,,,Sodium Phenylbutyrate,"The sodium salt of phenylbutyrate, a derivative of the short-chain fatty acid butyrate, with potential antineoplastic activity. Phenylbutyrate reversibly inhibits class I and II histone deacetylases (HDACs), which may result in a global increase in gene expression, decreased cellular proliferation, increased cell differentiation, and the induction of apoptosis in susceptible tumor cell populations.",ncit:C1440|rxcui:214837,,New PD,
PD,,,,,,Corticorelin Acetate,"The acetate salt form of coticorelin, a synthetic peptide of neurohormone corticotropin-releasing factor (CRF), with potential antitumor and antiangiogenesis activities. Upon administration, corticorelin stimulates adrenocorticotropic hormone (ACTH) secretion from the anterior pituitary gland. In turn, ACTH stimulates cortisol production from the adrenal cortex and is regulated by a negative feedback mechanism. Corticorelin appears to inhibit swelling around brain tumors through reduction in vascular leakage and maintenance of endothelial cell integrity. This agent potentially suppresses vascularization and tumor cell growth through reduction of vascular endothelial growth factor (VEGF) that appears to be via activation of corticotrophin-releasing factor receptor 2 (CRFR2), a G protein-coupled receptor.",ncit:C76112,,New PD,
PD,,,,,,Vinorelbine,"A semisynthetic vinca alkaloid. Vinorelbine binds to tubulin and prevents formation of the mitotic spindle, resulting in the arrest of tumor cell growth in metaphase. This agent may also interfere with amino acid, cyclic AMP. and glutathione metabolism; calmodulin-dependent Ca++ -transport ATPase activity; cellular respiration; and nucleic acid and lipid biosynthesis.",ncit:C1275|rxcui:39541,,New PD,
PD,,,,,,Ipilimumab,"A recombinant human immunoglobulin (Ig) G1 monoclonal antibody directed against the human T-cell receptor cytotoxic T-lymphocyte-associated antigen 4 (CTLA4), with immune checkpoint inhibitory and antineoplastic activities. Ipilimumab binds to CTLA4 expressed on T-cells and inhibits the CTLA4-mediated downregulation of T-cell activation. This leads to a cytotoxic T-lymphocyte (CTL)-mediated immune response against cancer cells. CTLA4, an inhibitory receptor and member of the immunoglobulin superfamily, plays a key role in the downregulation of the immune system.",ncit:C2654|rxcui:1094833,,New PD,
PD,,,,,,Procarbazine Hydrochloride,"The hydrochloride salt of a methylhydrazine derivative with antineoplastic and mutagenic activities. Although the exact mode of cytotoxicity has not been elucidated, procarbazine, after metabolic activation, appears to inhibit the trans-methylation of methionine into transfer RNA (t-RNA), thereby preventing protein synthesis and consequently DNA and RNA synthesis. This agent may also undergo auto-oxidation, resulting in the formation of cytotoxic free radicals which damage DNA through an alkylation reaction.",ncit:C773|rxcui:203801,,New PD,
PD,,,,,,Dabrafenib,"An orally bioavailable inhibitor of B-raf (BRAF) protein with potential antineoplastic activity. Dabrafenib selectively binds to and inhibits the activity of B-raf, which may inhibit the proliferation of tumor cells which contain a mutated BRAF gene. B-raf belongs to the raf/mil family of serine/threonine protein kinases and plays a role in regulating the MAP kinase/ERKs signaling pathway, which may be constitutively activated due to BRAF gene mutations.",ncit:C82386|rxcui:1424911,,New PD,
PD,,,,,,Pazopanib,"A small molecule inhibitor of multiple protein tyrosine kinases with potential antineoplastic activity. Pazopanib selectively inhibits vascular endothelial growth factor receptors (VEGFR)-1, -2 and -3, c-kit and platelet derived growth factor receptor (PDGF-R), which may result in inhibition of angiogenesis in tumors in which these receptors are upregulated.",ncit:C74547|rxcui:714438,,New PD,
PD,,,,,,Perifosine,"An orally active alkyl-phosphocholine compound with potential antineoplastic activity.  Targeting cellular membranes, perifosine modulates membrane permeability, membrane lipid composition, phospholipid metabolism, and mitogenic signal transduction, resulting in cell differentiation and inhibition of cell growth.  This agent also inhibits the anti-apoptotic mitogen-activated protein kinase (MAPK) pathway and modulates the balance between the MAPK and pro-apoptotic stress-activated protein kinase (SAPK/JNK) pathways, thereby inducing apoptosis.  Perifosine has a lower gastrointestinal toxicity profile than the related agent miltefosine. (NCI04)",ncit:C1727,,New PD,
PD,,,,,,Gefitinib,"An anilinoquinazoline with antineoplastic activity. Gefitinib inhibits the catalytic activity of numerous tyrosine kinases including the epidermal growth factor receptor (EGFR), which may result in inhibition of tyrosine kinase-dependent tumor growth. Specifically, this agent competes with the binding of ATP to the tyrosine kinase domain of EGFR, thereby inhibiting receptor autophosphorylation and resulting in inhibition of signal transduction. Gefitinib may also induce cell cycle arrest and inhibit angiogenesis. (NCI04)",ncit:C1855|rxcui:328134,,New PD,
PD,,,,,,Cilengitide,"A cyclic Arg-Gly-Asp peptide with potential antineoplastic activity.  Cilengitide binds to and inhibits the activities of the alpha(v)beta(3) and alpha(v)beta(5) integrins, thereby inhibiting endothelial cell-cell interactions, endothelial cell-matrix interactions, and angiogenesis. (NCI04)",ncit:C1834,,New PD,
PD,,,,,,Laromustine,"A sulfonyl hydrazine prodrug with antineoplastic activity. Laromustine releases the DNA chloroethylating agent 90CE after entering the blood stream; 90CE chloroethylates alkylates the O6 position of guanine, resulting in DNA crosslinking, strand breaks, chromosomal aberrations, and disruption of DNA synthesis. Intracellular metabolism of this agent also releases methyl isocyanate which inhibits O6-alkyl-guanine transferase, an enzyme involved with DNA repair.",ncit:C2653,,New PD,
